"timeid","iyear","imonth","iday"
"1248","1978","5","14"
"1249","1978","5","15"
"1250","1978","5","20"
"1251","1978","5","21"
"1252","1978","5","22"
"1253","1978","5","23"
"1254","1978","5","24"
"1255","1978","5","28"
"1256","1978","5","29"
"1257","1978","5","30"
"1258","1978","6","1"
"1259","1978","6","2"
"1260","1978","6","3"
"1261","1978","6","4"
"1262","1978","6","6"
"1263","1978","6","7"
"1264","1978","6","12"
"1265","1978","6","13"
"1266","1978","6","14"
"1267","1978","6","15"
"1268","1978","6","17"
"1269","1978","6","18"
"1270","1978","6","19"
"1271","1978","6","20"
"1272","1978","6","21"
"1273","1978","6","23"
"1274","1978","6","24"
"1275","1978","6","25"
"1276","1978","6","26"
"1277","1978","6","27"
"1278","1978","6","30"
"1279","1978","7","1"
"1280","1978","7","2"
"1281","1978","7","3"
"1282","1978","7","4"
"1283","1978","7","6"
"1284","1978","7","8"
"1285","1978","7","9"
"1286","1978","7","10"
"1287","1978","7","12"
"1288","1978","7","20"
"1289","1978","7","22"
"1290","1978","7","23"
"1291","1978","7","24"
"1292","1978","7","27"
"1293","1978","7","29"
"1294","1978","7","31"
"1295","1978","8","1"
"1296","1978","8","2"
"1297","1978","8","4"
"1298","1978","8","8"
"1299","1978","8","10"
"1300","1978","8","11"
"1301","1978","8","12"
"1302","1978","8","13"
"1303","1978","8","16"
"1304","1978","8","17"
"1305","1978","8","18"
"1306","1978","8","19"
"1307","1978","8","20"
"1308","1978","8","21"
"1309","1978","8","22"
"1310","1978","8","24"
"1311","1978","8","29"
"1312","1978","8","30"
"1313","1978","8","31"
"1314","1978","9","1"
"1315","1978","9","2"
"1316","1978","9","3"
"1317","1978","9","4"
"1318","1978","9","5"
"1319","1978","9","6"
"1320","1978","9","7"
"1321","1978","9","8"
"1322","1978","9","9"
"1323","1978","9","10"
"1324","1978","9","11"
"1325","1978","9","13"
"1326","1978","9","16"
"1327","1978","9","18"
"1328","1978","9","19"
"1329","1978","9","20"
"1330","1978","9","21"
"1331","1978","9","22"
"1332","1978","9","23"
"1333","1978","9","24"
"1334","1978","9","25"
"1335","1978","9","26"
"1336","1978","9","27"
"1337","1978","9","29"
"1338","1978","9","30"
"1339","1978","10","4"
"1340","1978","10","5"
"1341","1978","10","6"
"1342","1978","10","8"
"1343","1978","10","9"
"1344","1978","10","10"
"1345","1978","10","11"
"1346","1978","10","12"
"1347","1978","10","13"
"1348","1978","10","14"
"1349","1978","10","15"
"1350","1978","10","17"
"1351","1978","10","19"
"1352","1978","10","21"
"1353","1978","10","22"
"1354","1978","10","23"
"1355","1978","10","24"
"1356","1978","10","25"
"1357","1978","10","27"
"1358","1978","10","29"
"1359","1978","10","30"
"1360","1978","10","31"
"1361","1978","11","0"
"1362","1978","11","1"
"1363","1978","11","2"
"1364","1978","11","5"
"1365","1978","11","6"
"1366","1978","11","7"
"1367","1978","11","8"
"1368","1978","11","9"
"1369","1978","11","12"
"1370","1978","11","15"
"1371","1978","11","17"
"1372","1978","11","18"
"1373","1978","11","19"
"1374","1978","11","21"
"1375","1978","11","22"
"1376","1978","11","25"
"1377","1978","11","28"
"1378","1978","11","29"
"1379","1978","11","30"
"1380","1978","12","0"
"1381","1978","12","1"
"1382","1978","12","2"
"1383","1978","12","3"
"1384","1978","12","4"
"1385","1978","12","5"
"1386","1978","12","6"
"1387","1978","12","8"
"1388","1978","12","9"
"1389","1978","12","10"
"1390","1978","12","11"
"1391","1978","12","13"
"1392","1978","12","15"
"1393","1978","12","16"
"1394","1978","12","17"
"1395","1978","12","18"
"1396","1978","12","19"
"1397","1978","12","20"
"1398","1978","12","22"
"1399","1978","12","26"
"1400","1978","12","28"
"1401","1978","12","29"
"1402","1978","12","30"
"1403","1978","12","31"
"1404","1979","1","0"
"1405","1979","1","1"
"1406","1979","1","2"
"1407","1979","1","3"
"1408","1979","1","4"
"1409","1979","1","5"
"1410","1979","1","6"
"1411","1979","1","7"
"1412","1979","1","8"
"1413","1979","1","9"
"1414","1979","1","10"
"1415","1979","1","11"
"1416","1979","1","12"
"1417","1979","1","13"
"1418","1979","1","14"
"1419","1979","1","15"
"1420","1979","1","16"
"1421","1979","1","17"
"1422","1979","1","18"
"1423","1979","1","19"
"1424","1979","1","20"
"1425","1979","1","21"
"1426","1979","1","22"
"1427","1979","1","23"
"1428","1979","1","24"
"1429","1979","1","25"
"1430","1979","1","26"
"1431","1979","1","28"
"1432","1979","1","29"
"1433","1979","1","30"
"1434","1979","1","31"
"1435","1979","2","1"
"1436","1979","2","2"
"1437","1979","2","3"
"1438","1979","2","5"
"1439","1979","2","7"
"1440","1979","2","8"
"1441","1979","2","9"
"1442","1979","2","10"
"1443","1979","2","11"
"1444","1979","2","12"
"1445","1979","2","13"
"1446","1979","2","14"
"1447","1979","2","15"
"1448","1979","2","16"
"1449","1979","2","17"
"1450","1979","2","18"
"1451","1979","2","19"
"1452","1979","2","20"
"1453","1979","2","21"
"1454","1979","2","22"
"1455","1979","2","23"
"1456","1979","2","24"
"1457","1979","2","25"
"1458","1979","2","26"
"1459","1979","2","27"
"1460","1979","3","1"
"1461","1979","3","2"
"1462","1979","3","4"
"1463","1979","3","5"
"1464","1979","3","6"
"1465","1979","3","7"
"1466","1979","3","8"
"1467","1979","3","9"
"1468","1979","3","10"
"1469","1979","3","11"
"1470","1979","3","12"
"1471","1979","3","13"
"1472","1979","3","14"
"1473","1979","3","15"
"1474","1979","3","17"
"1475","1979","3","18"
"1476","1979","3","19"
"1477","1979","3","20"
"1478","1979","3","22"
"1479","1979","3","23"
"1480","1979","3","24"
"1481","1979","3","25"
"1482","1979","3","26"
"1483","1979","3","27"
"1484","1979","3","29"
"1485","1979","3","30"
"1486","1979","4","0"
"1487","1979","4","1"
"1488","1979","4","2"
"1489","1979","4","4"
"1490","1979","4","5"
"1491","1979","4","6"
"1492","1979","4","8"
"1493","1979","4","9"
"1494","1979","4","10"
"1495","1979","4","12"
"1496","1979","4","13"
"1497","1979","4","14"
"1498","1979","4","15"
"1499","1979","4","16"
"1500","1979","4","17"
"1501","1979","4","18"
"1502","1979","4","19"
"1503","1979","4","20"
"1504","1979","4","21"
"1505","1979","4","22"
"1506","1979","4","23"
"1507","1979","4","24"
"1508","1979","4","25"
"1509","1979","4","26"
"1510","1979","4","27"
"1511","1979","4","28"
"1512","1979","4","29"
"1513","1979","4","30"
"1514","1979","5","1"
"1515","1979","5","2"
"1516","1979","5","3"
"1517","1979","5","4"
"1518","1979","5","5"
"1519","1979","5","6"
"1520","1979","5","7"
"1521","1979","5","9"
"1522","1979","5","11"
"1523","1979","5","12"
"1524","1979","5","13"
"1525","1979","5","14"
"1526","1979","5","15"
"1527","1979","5","16"
"1528","1979","5","17"
"1529","1979","5","18"
"1530","1979","5","19"
"1531","1979","5","21"
"1532","1979","5","22"
"1533","1979","5","23"
"1534","1979","5","24"
"1535","1979","5","25"
"1536","1979","5","26"
"1537","1979","5","27"
"1538","1979","5","29"
"1539","1979","5","30"
"1540","1979","5","31"
"1541","1979","6","0"
"1542","1979","6","1"
"1543","1979","6","3"
"1544","1979","6","4"
"1545","1979","6","6"
"1546","1979","6","7"
"1547","1979","6","8"
"1548","1979","6","9"
"1549","1979","6","10"
"1550","1979","6","11"
"1551","1979","6","12"
"1552","1979","6","13"
"1553","1979","6","14"
"1554","1979","6","15"
"1555","1979","6","16"
"1556","1979","6","18"
"1557","1979","6","19"
"1558","1979","6","20"
"1559","1979","6","21"
"1560","1979","6","22"
"1561","1979","6","23"
"1562","1979","6","24"
"1563","1979","6","26"
"1564","1979","6","27"
"1565","1979","6","28"
"1566","1979","6","29"
"1567","1979","6","30"
"1568","1979","7","0"
"1569","1979","7","1"
"1570","1979","7","2"
"1571","1979","7","3"
"1572","1979","7","4"
"1573","1979","7","5"
"1574","1979","7","6"
"1575","1979","7","7"
"1576","1979","7","8"
"1577","1979","7","9"
"1578","1979","7","10"
"1579","1979","7","11"
"1580","1979","7","12"
"1581","1979","7","13"
"1582","1979","7","14"
"1583","1979","7","15"
"1584","1979","7","17"
"1585","1979","7","18"
"1586","1979","7","19"
"1587","1979","7","20"
"1588","1979","7","21"
"1589","1979","7","23"
"1590","1979","7","24"
"1591","1979","7","25"
"1592","1979","7","26"
"1593","1979","7","27"
"1594","1979","7","28"
"1595","1979","7","29"
"1596","1979","7","30"
"1597","1979","7","31"
"1598","1979","8","0"
"1599","1979","8","1"
"1600","1979","8","2"
"1601","1979","8","3"
"1602","1979","8","4"
"1603","1979","8","5"
"1604","1979","8","6"
"1605","1979","8","7"
"1606","1979","8","8"
"1607","1979","8","9"
"1608","1979","8","10"
"1609","1979","8","11"
"1610","1979","8","13"
"1611","1979","8","14"
"1612","1979","8","15"
"1613","1979","8","17"
"1614","1979","8","18"
"1615","1979","8","19"
"1616","1979","8","20"
"1617","1979","8","21"
"1618","1979","8","22"
"1619","1979","8","23"
"1620","1979","8","25"
"1621","1979","8","26"
"1622","1979","8","27"
"1623","1979","8","28"
"1624","1979","8","29"
"1625","1979","8","30"
"1626","1979","8","31"
"1627","1979","9","2"
"1628","1979","9","3"
"1629","1979","9","4"
"1630","1979","9","5"
"1631","1979","9","8"
"1632","1979","9","10"
"1633","1979","9","11"
"1634","1979","9","12"
"1635","1979","9","14"
"1636","1979","9","15"
"1637","1979","9","16"
"1638","1979","9","17"
"1639","1979","9","19"
"1640","1979","9","20"
"1641","1979","9","21"
"1642","1979","9","22"
"1643","1979","9","23"
"1644","1979","9","24"
"1645","1979","9","25"
"1646","1979","9","27"
"1647","1979","9","29"
"1648","1979","9","30"
"1649","1979","10","1"
"1650","1979","10","2"
"1651","1979","10","3"
"1652","1979","10","4"
"1653","1979","10","6"
"1654","1979","10","7"
"1655","1979","10","8"
"1656","1979","10","9"
"1657","1979","10","10"
"1658","1979","10","11"
"1659","1979","10","12"
"1660","1979","10","13"
"1661","1979","10","16"
"1662","1979","10","17"
"1663","1979","10","18"
"1664","1979","10","19"
"1665","1979","10","20"
"1666","1979","10","21"
"1667","1979","10","23"
"1668","1979","10","24"
"1669","1979","10","25"
"1670","1979","10","27"
"1671","1979","10","28"
"1672","1979","10","29"
"1673","1979","10","30"
"1674","1979","10","31"
"1675","1979","11","2"
"1676","1979","11","7"
"1677","1979","11","8"
"1678","1979","11","9"
"1679","1979","11","10"
"1680","1979","11","13"
"1681","1979","11","15"
"1682","1979","11","16"
"1683","1979","11","17"
"1684","1979","11","18"
"1685","1979","11","19"
"1686","1979","11","20"
"1687","1979","11","21"
"1688","1979","11","22"
"1689","1979","11","23"
"1690","1979","11","24"
"1691","1979","11","26"
"1692","1979","11","27"
"1693","1979","11","28"
"1694","1979","11","29"
"1695","1979","11","30"
"1696","1979","12","0"
"1697","1979","12","1"
"1698","1979","12","2"
"1699","1979","12","3"
"1700","1979","12","4"
"1701","1979","12","5"
"1702","1979","12","6"
"1703","1979","12","7"
"1704","1979","12","8"
"1705","1979","12","9"
"1706","1979","12","10"
"1707","1979","12","11"
"1708","1979","12","12"
"1709","1979","12","13"
"1710","1979","12","14"
"1711","1979","12","15"
"1712","1979","12","16"
"1713","1979","12","17"
"1714","1979","12","18"
"1715","1979","12","19"
"1716","1979","12","20"
"1717","1979","12","21"
"1718","1979","12","22"
"1719","1979","12","23"
"1720","1979","12","24"
"1721","1979","12","26"
"1722","1979","12","27"
"1723","1979","12","28"
"1724","1980","1","1"
"1725","1980","1","2"
"1726","1980","1","4"
"1727","1980","1","6"
"1728","1980","1","7"
"1729","1980","1","8"
"1730","1980","1","9"
"1731","1980","1","10"
"1732","1980","1","11"
"1733","1980","1","12"
"1734","1980","1","13"
"1735","1980","1","14"
"1736","1980","1","15"
"1737","1980","1","16"
"1738","1980","1","17"
"1739","1980","1","19"
"1740","1980","1","20"
"1741","1980","1","21"
"1742","1980","1","22"
"1743","1980","1","23"
"1744","1980","1","24"
"1745","1980","1","25"
"1746","1980","1","26"
"1747","1980","1","27"
"1748","1980","1","29"
"1749","1980","1","30"
"1750","1980","1","31"
"1751","1980","2","1"
"1752","1980","2","2"
"1753","1980","2","3"
"1754","1980","2","4"
"1755","1980","2","5"
"1756","1980","2","6"
"1757","1980","2","7"
"1758","1980","2","8"
"1759","1980","2","9"
"1760","1980","2","10"
"1761","1980","2","11"
"1762","1980","2","12"
"1763","1980","2","14"
"1764","1980","2","15"
"1765","1980","2","16"
"1766","1980","2","18"
"1767","1980","2","19"
"1768","1980","2","21"
"1769","1980","2","24"
"1770","1980","2","25"
"1771","1980","2","26"
"1772","1980","2","27"
"1773","1980","2","29"
"1774","1980","3","0"
"1775","1980","3","1"
"1776","1980","3","2"
"1777","1980","3","3"
"1778","1980","3","5"
"1779","1980","3","7"
"1780","1980","3","8"
"1781","1980","3","9"
"1782","1980","3","10"
"1783","1980","3","11"
"1784","1980","3","12"
"1785","1980","3","13"
"1786","1980","3","14"
"1787","1980","3","15"
"1788","1980","3","16"
"1789","1980","3","17"
"1790","1980","3","18"
"1791","1980","3","19"
"1792","1980","3","21"
"1793","1980","3","22"
"1794","1980","3","23"
"1795","1980","3","24"
"1796","1980","3","25"
"1797","1980","3","27"
"1798","1980","3","28"
"1799","1980","3","31"
"1800","1980","4","1"
"1801","1980","4","2"
"1802","1980","4","3"
"1803","1980","4","4"
"1804","1980","4","5"
"1805","1980","4","7"
"1806","1980","4","8"
"1807","1980","4","9"
"1808","1980","4","10"
"1809","1980","4","11"
"1810","1980","4","12"
"1811","1980","4","14"
"1812","1980","4","15"
"1813","1980","4","16"
"1814","1980","4","17"
"1815","1980","4","18"
"1816","1980","4","19"
"1817","1980","4","20"
"1818","1980","4","21"
"1819","1980","4","22"
"1820","1980","4","23"
"1821","1980","4","24"
"1822","1980","4","25"
"1823","1980","4","26"
"1824","1980","4","27"
"1825","1980","4","28"
"1826","1980","4","29"
"1827","1980","4","30"
"1828","1980","5","0"
"1829","1980","5","1"
"1830","1980","5","2"
"1831","1980","5","4"
"1832","1980","5","6"
"1833","1980","5","7"
"1834","1980","5","8"
"1835","1980","5","10"
"1836","1980","5","11"
"1837","1980","5","12"
"1838","1980","5","13"
"1839","1980","5","14"
"1840","1980","5","15"
"1841","1980","5","16"
"1842","1980","5","17"
"1843","1980","5","19"
"1844","1980","5","20"
"1845","1980","5","21"
"1846","1980","5","22"
"1847","1980","5","23"
"1848","1980","5","25"
"1849","1980","5","26"
"1850","1980","5","27"
"1851","1980","5","28"
"1852","1980","5","29"
"1853","1980","5","30"
"1854","1980","6","1"
"1855","1980","6","2"
"1856","1980","6","4"
"1857","1980","6","5"
"1858","1980","6","6"
"1859","1980","6","7"
"1860","1980","6","8"
"1861","1980","6","9"
"1862","1980","6","11"
"1863","1980","6","13"
"1864","1980","6","14"
"1865","1980","6","15"
"1866","1980","6","16"
"1867","1980","6","17"
"1868","1980","6","18"
"1869","1980","6","19"
"1870","1980","6","20"
"1871","1980","6","21"
"1872","1980","6","22"
"1873","1980","6","23"
"1874","1980","6","24"
"1875","1980","6","25"
"1876","1980","6","26"
"1877","1980","6","27"
"1878","1980","6","28"
"1879","1980","6","29"
"1880","1980","6","30"
"1881","1980","7","0"
"1882","1980","7","1"
"1883","1980","7","2"
"1884","1980","7","3"
"1885","1980","7","4"
"1886","1980","7","6"
"1887","1980","7","7"
"1888","1980","7","9"
"1889","1980","7","10"
"1890","1980","7","11"
"1891","1980","7","13"
"1892","1980","7","14"
"1893","1980","7","15"
"1894","1980","7","17"
"1895","1980","7","19"
"1896","1980","7","20"
"1897","1980","7","21"
"1898","1980","7","22"
"1899","1980","7","23"
"1900","1980","7","24"
"1901","1980","7","25"
"1902","1980","7","26"
"1903","1980","7","27"
"1904","1980","7","28"
"1905","1980","7","29"
"1906","1980","7","30"
"1907","1980","7","31"
"1908","1980","8","1"
"1909","1980","8","3"
"1910","1980","8","4"
"1911","1980","8","7"
"1912","1980","8","8"
"1913","1980","8","9"
"1914","1980","8","11"
"1915","1980","8","12"
"1916","1980","8","13"
"1917","1980","8","14"
"1918","1980","8","15"
"1919","1980","8","16"
"1920","1980","8","18"
"1921","1980","8","19"
"1922","1980","8","20"
"1923","1980","8","21"
"1924","1980","8","23"
"1925","1980","8","24"
"1926","1980","8","25"
"1927","1980","8","26"
"1928","1980","8","27"
